DATE,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,PRECINCT,STOP_LOCATION_X,STOP_LOCATION_Y
2018-01-01,10,0,0,1,0,0,1,3,1,982327,201274
2018-01-01,1,0,0,1,1,26,1,4,34,1004892,253548
2018-01-01,8,0,0,1,0,40,1,2,43,1026706,237776
2018-01-01,2,1,0,1,1,38,1,7,63,1001347,166195
2018-01-01,2,1,0,1,1,36,1,3,63,1001347,166195
2018-01-01,14,0,0,1,0,20,1,1,67,1006033,180591
2018-01-01,1,1,0,1,1,46,1,1,67,1001224,172560
2018-01-01,1,1,0,1,1,36,1,1,67,1001224,172560
2018-01-01,1,1,0,1,1,29,1,1,67,1001224,172560
2018-01-01,1,1,0,1,1,41,1,1,67,1001224,172560
2018-01-01,1,1,0,1,0,22,1,1,67,1002310,173104
2018-01-01,7,0,0,0,0,53,1,3,68,975341,165511
2018-01-01,7,0,0,0,0,17,1,3,68,975341,165511
2018-01-01,3,0,0,1,0,57,2,1,71,997566,181727
2018-01-01,3,0,0,0,0,0,1,1,73,1005571,181640
2018-01-01,1,0,0,1,0,18,1,1,73,1010526,183094
2018-01-01,1,0,0,1,0,0,1,1,73,1010526,183094
2018-01-01,1,0,0,1,0,0,1,1,73,1010526,183094
2018-01-01,1,0,0,1,0,0,1,1,73,1010526,183094
2018-01-01,1,0,0,1,0,0,1,1,73,1010526,183094
2018-01-01,6,0,0,0,0,60,1,1,78,991685,186357
2018-01-01,5,0,0,0,0,26,1,1,94,996327,201975
2018-01-01,5,0,0,0,0,25,1,3,94,996327,201975
2018-01-01,15,0,0,1,0,25,1,4,103,1042197,197876
2018-01-01,3,0,0,1,0,21,1,4,33,1001905,246040
2018-01-01,1,0,0,1,1,18,1,1,52,1013692,253318
2018-01-01,3,0,0,1,1,40,1,1,113,1052351,194979
2018-01-02,11,0,0,0,0,26,1,1,9,990930,202346
2018-01-02,8,0,0,0,0,15,1,1,13,989103,205769
2018-01-02,9,0,0,0,0,37,1,3,14,988197,211351
2018-01-02,3,0,0,0,0,55,1,1,32,1000756,236127
2018-01-02,7,0,0,1,0,38,1,3,40,1005462,235283
2018-01-02,11,1,0,0,1,43,1,1,40,1005796,234876
2018-01-02,1,1,0,1,1,34,1,3,49,1020854,250758
2018-01-02,5,0,0,1,0,23,1,1,63,1001218,166805
2018-01-02,5,0,0,1,0,36,1,1,63,1001218,166805
2018-01-02,5,0,0,0,0,17,1,1,69,1013883,170421
2018-01-02,15,0,0,0,0,25,1,1,73,1010786,180918
2018-01-02,2,0,0,0,0,16,1,1,77,1003421,183872
2018-01-02,5,0,0,0,1,62,3,1,79,997466,192219
2018-01-02,21,0,1,1,0,22,1,1,103,1037506,195011
2018-01-02,6,0,0,1,0,37,1,5,106,1038994,183615
2018-01-02,6,0,0,1,0,55,1,5,106,1038994,183615
2018-01-02,11,1,0,0,1,16,1,1,114,1002551,220933
2018-01-02,11,1,0,0,1,19,1,2,114,1002551,220933
2018-01-02,1,0,0,1,0,30,1,3,121,940032,149463
2018-01-02,6,1,0,1,0,18,1,2,121,931731,154142
2018-01-02,1,0,0,1,0,35,1,3,121,940032,149463
2018-01-02,7,0,0,1,0,24,2,4,48,1013751,247662
2018-01-02,13,0,0,1,0,18,1,1,67,1004200,176181
2018-01-03,5,0,0,0,0,27,1,4,14,986291,215593
2018-01-03,11,1,0,0,1,24,1,1,26,997151,237058
2018-01-03,11,1,0,0,1,16,2,1,40,1007305,234705
2018-01-03,11,1,0,0,1,17,1,1,40,1007044,234182
2018-01-03,2,1,0,1,1,18,1,4,41,1014868,238745
2018-01-03,8,0,0,0,0,0,1,1,42,1015308,244373
2018-01-03,1,1,0,1,0,21,1,1,42,1010832,239885
2018-01-03,1,1,0,1,0,42,1,2,44,1007758,246176
2018-01-03,1,0,0,1,0,22,1,1,44,1005581,241386
2018-01-03,1,0,0,1,0,32,1,1,46,1009924,250343
2018-01-03,1,0,0,1,0,0,1,2,46,1009273,250431
2018-01-03,3,1,0,0,0,23,1,1,60,984663,150540
2018-01-03,2,0,0,1,0,18,1,1,67,1005984,174247
2018-01-03,2,0,0,1,0,21,3,5,72,980657,170874
2018-01-03,11,1,0,0,0,0,2,2,94,1001678,201044
2018-01-03,11,1,0,0,0,18,2,2,94,1001678,201044
2018-01-03,2,0,0,1,0,30,1,3,106,1032342,188316
2018-01-03,5,0,0,1,1,24,1,5,111,1057847,220671
2018-01-04,1,1,0,1,1,37,1,3,17,990886,213048
2018-01-04,5,0,0,0,0,16,1,1,32,1001112,238628
2018-01-04,5,0,0,0,0,15,2,1,32,1001112,238628
2018-01-04,16,1,0,0,1,57,1,1,40,1010830,235739
2018-01-04,11,0,0,1,1,32,1,1,42,1010889,239867
2018-01-04,1,0,0,1,1,59,1,2,46,1010617,251542
2018-01-04,7,0,0,1,0,28,1,2,73,1010558,180878
2018-01-04,3,0,0,0,0,46,1,1,75,1016736,179674
2018-01-04,6,0,0,1,0,57,1,1,78,992975,186490
2018-01-04,6,0,0,1,1,39,1,2,94,996495,200379
2018-01-04,9,1,0,1,1,13,1,2,100,1035329,152802
2018-01-04,9,1,0,1,1,21,1,1,100,1035329,152802
2018-01-04,6,0,0,0,0,40,1,2,115,1018957,212274
2018-01-04,2,1,0,1,1,23,1,1,121,947893,171480
2018-01-04,2,1,0,1,1,22,1,1,121,947893,171480
2018-01-05,8,0,0,0,0,29,1,1,18,989781,217263
2018-01-05,5,1,0,0,0,41,2,2,19,997355,220665
2018-01-05,1,0,0,0,0,15,1,1,42,1016046,242784
2018-01-05,15,0,0,0,0,28,2,2,45,1032371,238490
2018-01-05,7,0,0,1,1,25,1,1,45,1027351,244927
2018-01-05,2,0,0,1,0,18,1,1,60,989342,155384
2018-01-05,2,0,0,1,0,22,1,1,60,989502,154347
2018-01-05,11,1,0,0,1,47,1,1,81,1005588,186648
2018-01-05,16,0,0,0,0,26,1,1,103,1040532,196050
2018-01-05,16,0,0,0,0,21,2,2,103,1040532,196050
2018-01-05,16,1,0,1,1,38,1,2,115,1016080,215942
2018-01-05,8,0,0,0,0,33,1,3,120,963153,167823
2018-01-06,11,1,0,0,0,21,1,2,5,985270,197917
2018-01-06,11,1,0,0,0,16,1,4,7,988159,199039
2018-01-06,11,1,0,0,0,16,1,4,7,988159,199039
2018-01-06,1,0,0,0,0,20,1,5,18,990032,215926
2018-01-06,3,1,0,1,0,24,1,5,19,998640,224528
2018-01-06,3,0,0,1,0,46,1,4,25,1001629,231389
2018-01-06,3,0,0,1,0,49,1,2,25,1001629,231389
2018-01-06,6,0,0,1,1,24,1,4,33,1001560,246228
2018-01-06,2,0,0,1,0,40,1,1,42,1012706,241820
2018-01-06,2,0,0,1,0,28,1,1,42,1011058,239029
2018-01-06,1,0,0,1,0,52,1,2,47,1026237,262075
2018-01-06,7,0,0,1,0,29,1,1,84,987799,192041
2018-01-06,9,0,0,1,0,40,1,3,111,1049357,215663
2018-01-06,5,0,0,0,0,29,1,3,121,942822,166353
2018-01-07,3,0,0,1,0,31,1,1,40,1006604,237023
2018-01-07,6,0,0,0,0,20,1,4,61,995834,161062
2018-01-07,6,0,1,1,0,43,1,1,73,1007314,182273
2018-01-07,2,1,0,1,1,16,1,1,101,1050011,156921
2018-01-07,6,0,0,1,0,35,1,4,109,1028944,222992
2018-01-08,3,0,0,0,0,31,1,5,17,991329,212802
2018-01-08,7,0,0,0,0,31,1,1,25,1002413,232800
2018-01-08,8,0,0,1,0,53,1,1,40,1005576,236926
2018-01-08,2,0,0,0,0,18,2,1,49,1020905,246084
2018-01-08,11,0,0,0,0,17,1,1,63,1006226,170026
2018-01-08,3,0,0,0,0,30,1,3,71,1003167,182605
2018-01-08,2,0,0,0,0,25,1,1,105,1055796,180107
2018-01-08,11,1,0,1,1,16,1,2,110,1025899,209083
2018-01-08,11,1,0,0,0,16,1,2,110,1025899,209083
2018-01-08,11,1,0,0,0,16,1,4,110,1025899,209083
2018-01-09,11,1,0,0,1,47,2,2,9,990770,201841
2018-01-09,8,1,0,1,1,49,1,1,19,997810,221493
2018-01-09,7,0,0,1,0,21,1,1,25,1000710,230769
2018-01-09,2,0,0,1,1,16,1,1,30,997336,237386
2018-01-09,2,0,0,1,0,52,1,1,32,998158,235152
2018-01-09,1,1,1,1,1,44,1,2,40,1006043,235317
2018-01-09,7,0,0,0,0,47,1,2,42,1015147,243323
2018-01-09,8,1,0,0,0,16,2,1,44,1004369,237509
2018-01-09,1,1,0,0,1,24,1,4,46,1011886,250661
2018-01-09,13,0,1,0,0,20,1,2,46,1010773,249622
2018-01-09,6,0,0,0,0,33,3,4,49,1024465,256203
2018-01-09,22,0,0,1,0,38,1,1,52,1019758,259418
2018-01-09,1,1,0,1,1,31,1,1,52,1011612,253618
2018-01-09,3,0,0,0,0,33,1,1,70,995492,167125
2018-01-09,1,0,0,1,0,41,1,1,71,1000906,180551
2018-01-09,1,0,0,1,0,25,1,1,71,1000906,180551
2018-01-09,3,0,0,1,0,58,1,1,73,1008245,183796
2018-01-09,2,0,0,0,0,47,1,2,83,1009205,188000
2018-01-09,2,0,0,0,0,0,1,1,94,996866,207666
2018-01-09,2,0,0,0,0,0,1,1,103,1039939,195736
2018-01-09,2,0,0,1,0,30,1,1,103,1042300,192836
2018-01-09,2,0,0,1,0,35,1,1,103,1042300,192836
2018-01-09,1,0,0,1,0,44,1,4,103,1039318,192206
2018-01-09,9,0,0,1,0,19,1,1,112,1025882,203231
2018-01-09,1,0,0,1,0,16,1,1,113,1042250,190151
2018-01-09,1,0,0,1,0,16,1,1,113,1042250,190151
2018-01-09,1,0,0,1,0,17,1,1,113,1042250,190151
2018-01-09,1,0,0,1,0,18,1,1,113,1042250,190151
2018-01-09,1,0,0,1,0,19,1,1,113,1042250,190151
2018-01-09,2,1,0,1,1,16,1,1,121,941614,169556
2018-01-09,6,1,0,0,0,38,1,1,67,1007709,178177
2018-01-10,6,0,0,0,0,56,1,2,17,991718,213504
2018-01-10,6,1,0,1,1,31,1,3,18,989166,215214
2018-01-10,3,1,0,0,1,51,1,1,18,990946,216319
2018-01-10,5,1,0,0,0,54,1,1,19,995846,219480
2018-01-10,5,1,0,0,1,54,2,1,19,995846,219480
2018-01-10,6,1,0,1,1,24,1,1,23,999478,226054
2018-01-10,3,0,0,1,0,31,1,1,23,998751,226901
2018-01-10,5,0,0,0,1,33,1,1,25,1001575,232339
2018-01-10,1,0,1,1,1,58,1,1,25,1001575,232339
2018-01-10,16,1,0,1,1,49,1,2,28,998973,233454
2018-01-10,1,0,0,1,0,27,1,4,33,1002081,246221
2018-01-10,1,0,0,1,0,26,1,2,33,1002081,246221
2018-01-10,3,0,0,1,0,33,1,1,34,1004728,253245
2018-01-10,3,0,0,1,0,21,1,1,34,1004728,253245
2018-01-10,3,0,0,1,0,26,1,1,34,1004728,253245
2018-01-10,1,1,0,1,0,17,1,1,40,1009529,234973
2018-01-10,1,0,0,1,0,51,1,1,46,1009886,250359
2018-01-10,6,0,0,0,0,34,1,2,46,1009813,249776
2018-01-10,20,0,0,0,0,34,1,1,52,1017978,262492
2018-01-10,11,1,0,0,1,18,1,1,61,1001159,155689
2018-01-10,11,1,0,0,1,18,1,1,61,1001159,155689
2018-01-10,11,1,0,0,1,18,1,1,61,1001159,155689
2018-01-10,8,0,0,0,0,53,1,3,63,1001048,164637
2018-01-10,16,0,0,0,0,38,1,1,73,1010775,185251
2018-01-10,11,0,0,0,0,16,1,1,77,1004390,183854
2018-01-10,8,0,0,1,0,49,1,1,77,996834,184061
2018-01-10,2,1,0,1,1,20,1,2,78,987038,182492
2018-01-10,1,1,0,1,1,19,1,1,81,1004062,187211
2018-01-10,1,0,0,1,0,27,1,3,84,990146,188389
2018-01-10,2,0,0,0,0,18,1,1,84,987855,189851
2018-01-10,9,0,0,1,1,60,2,1,100,1036176,153315
2018-01-10,3,0,0,1,1,33,1,5,107,1037587,198088
2018-01-10,2,1,0,1,1,13,1,1,107,1036285,206094
2018-01-10,16,1,0,1,1,17,1,2,110,1021621,209726
2018-01-10,16,1,0,1,1,19,2,2,110,1021621,209726
2018-01-10,6,0,0,0,0,32,1,1,112,1026691,204405
2018-01-10,15,1,0,1,1,38,1,2,114,1004598,214383
2018-01-10,12,0,0,1,0,13,1,2,114,1000189,215693
2018-01-10,2,1,0,0,0,13,1,1,120,960577,162285
2018-01-10,1,1,0,1,1,39,1,2,121,938817,169568
2018-01-11,11,1,0,0,1,31,1,2,7,989916,200995
2018-01-11,1,0,0,1,0,51,1,2,9,990496,204944
2018-01-11,1,1,0,1,1,50,1,3,13,986553,207131
2018-01-11,2,1,0,1,1,20,1,1,19,997509,223961
2018-01-11,2,1,0,1,1,20,1,1,19,997509,223961
2018-01-11,5,0,0,0,0,16,1,1,20,989219,223014
2018-01-11,5,0,0,0,0,17,1,1,20,989219,223014
2018-01-11,11,0,0,1,1,46,1,2,23,1000088,230093
2018-01-11,11,1,0,1,1,23,1,2,24,993950,229412
2018-01-11,3,0,0,0,0,24,1,1,25,1003681,229667
2018-01-11,2,0,0,0,0,16,1,1,28,997649,234239
2018-01-11,5,1,0,0,0,38,2,1,40,1007992,236655
2018-01-11,1,1,0,1,1,19,1,1,43,1017170,241120
2018-01-11,16,1,0,1,1,55,1,3,44,1008082,241119
2018-01-11,1,0,0,1,0,14,1,1,46,1008988,249034
2018-01-11,2,1,0,1,0,25,1,1,49,1021720,248584
2018-01-11,2,1,0,1,0,24,2,2,49,1021720,248584
2018-01-11,1,1,0,1,1,19,1,1,67,1000975,172992
2018-01-11,1,0,0,1,0,15,1,1,69,1007950,170512
2018-01-11,1,1,0,1,1,32,1,1,73,1010711,179162
2018-01-11,7,1,0,0,1,24,1,1,79,1000475,191311
2018-01-11,6,0,0,1,1,26,1,2,83,1004265,193519
2018-01-11,11,1,0,0,0,25,1,1,90,995795,197127
2018-01-11,18,0,0,1,0,33,1,1,100,1040463,156820
2018-01-11,18,0,0,0,0,0,1,1,100,1040463,156820
2018-01-11,20,0,0,0,0,24,1,1,103,1039939,195736
2018-01-11,1,0,0,1,0,29,1,1,103,1042542,192392
2018-01-11,2,0,0,1,0,18,2,1,109,1033587,213726
2018-01-11,2,0,0,1,0,17,2,3,109,1033587,213726
2018-01-11,2,0,0,1,0,16,1,1,109,1032408,211315
2018-01-11,2,0,0,1,0,16,1,1,109,1032408,211315
2018-01-11,3,0,0,0,0,39,1,2,110,1020679,211640
2018-01-11,6,0,0,0,0,22,1,5,111,1047241,214029
2018-01-11,2,0,0,0,0,37,1,2,120,962923,172863
2018-01-12,7,0,0,0,0,24,2,3,5,985145,203571
2018-01-12,10,0,0,1,1,46,1,1,9,990167,202770
2018-01-12,3,0,0,0,0,39,2,2,13,988886,207857
2018-01-12,2,0,0,0,0,18,1,1,14,988018,214637
2018-01-12,3,0,0,0,0,15,2,1,25,1000558,231080
2018-01-12,5,1,0,0,0,27,2,1,26,994839,232869
2018-01-12,13,0,0,1,0,17,1,4,30,996422,237592
2018-01-12,13,0,0,1,0,25,1,4,30,996422,237592
2018-01-12,7,1,0,1,0,22,1,4,30,998166,242655
2018-01-12,1,0,1,1,1,33,1,1,32,1000869,235743
2018-01-12,11,1,1,1,1,23,1,1,40,1009519,236589
2018-01-12,1,1,0,1,1,0,1,8,40,1007925,234995
2018-01-12,1,0,0,1,1,0,1,4,40,1010533,236370
2018-01-12,1,0,0,1,0,25,1,2,43,1017429,241149
2018-01-12,1,1,0,0,1,42,1,4,44,1007649,241398
2018-01-12,1,1,0,0,1,37,1,4,44,1007649,241398
2018-01-12,1,1,0,0,1,45,1,2,44,1007649,241398
2018-01-12,1,1,0,1,1,25,1,1,46,1011264,251665
2018-01-12,6,0,0,0,0,52,1,3,49,1021920,247832
2018-01-12,6,0,0,0,0,47,2,2,49,1021920,247832
2018-01-12,6,0,0,0,0,47,1,3,49,1021920,247832
2018-01-12,7,0,1,0,0,25,1,1,69,1016235,168593
2018-01-12,1,0,0,1,0,35,1,1,69,1013065,174857
2018-01-12,1,0,0,1,0,37,1,1,73,1010336,181998
2018-01-12,1,0,0,1,0,24,1,1,73,1007456,182968
2018-01-12,2,0,0,0,0,44,1,1,75,1020423,183378
2018-01-12,1,0,0,1,0,0,1,1,75,1013606,184480
2018-01-12,10,1,0,1,1,36,1,1,77,1005055,185110
2018-01-12,3,0,0,1,1,35,1,1,102,1021269,191208
2018-01-12,6,1,0,0,0,25,1,3,102,1031023,191847
2018-01-12,10,1,0,1,1,29,1,1,105,1054770,185692
2018-01-12,6,0,0,1,0,22,1,5,106,1029875,188494
2018-01-12,11,1,0,0,1,24,1,2,114,1009532,214280
2018-01-12,11,1,0,0,1,22,1,3,114,1009532,214280
2018-01-13,2,0,0,1,0,12,1,1,9,990993,202311
2018-01-13,1,0,0,1,0,26,1,1,14,985927,213077
2018-01-13,5,0,0,0,0,24,1,2,25,1003034,229115
2018-01-13,7,1,0,1,0,19,1,4,30,998166,242655
2018-01-13,7,1,0,1,0,21,1,2,30,998166,242655
2018-01-13,7,1,0,1,0,22,1,4,30,998166,242655
2018-01-13,7,1,0,1,0,19,1,2,30,998166,242655
2018-01-13,7,1,0,1,0,21,1,4,30,998166,242655
2018-01-13,6,1,0,1,1,35,1,4,44,1007582,244086
2018-01-13,10,0,0,1,0,0,1,1,50,1010302,259687
2018-01-13,10,0,0,1,0,0,1,1,50,1010302,259687
2018-01-13,3,0,0,1,0,42,1,2,50,1010760,259853
2018-01-13,17,1,0,1,1,27,1,5,61,991898,158782
2018-01-13,15,1,0,0,1,22,1,3,61,1001059,158970
2018-01-13,3,1,0,1,1,35,1,1,67,1003701,178532
2018-01-13,3,1,0,1,1,36,1,4,72,983166,176550
2018-01-13,10,0,0,1,0,34,1,1,79,997853,186920
2018-01-13,2,0,0,0,0,25,1,1,79,999939,192682
2018-01-13,2,0,0,0,0,17,2,2,79,999939,192682
2018-01-13,2,0,0,0,0,26,1,3,105,1057340,205844
2018-01-13,6,0,0,0,0,25,1,3,111,1046321,222413
2018-01-13,6,0,0,0,0,19,1,2,111,1046321,222413
2018-01-13,2,1,0,1,1,34,1,1,112,1027887,203201
2018-01-13,2,1,0,0,1,35,1,1,112,1027498,202160
2018-01-13,2,1,0,0,1,29,1,1,112,1027498,202160
2018-01-13,15,0,1,1,1,31,1,2,115,1021302,213563
2018-01-13,15,1,0,1,1,20,1,2,115,1020346,213228
2018-01-14,2,0,0,1,0,37,1,2,1,981604,198068
2018-01-14,11,1,0,0,1,20,3,4,7,991044,200677
2018-01-14,11,1,0,0,1,19,1,1,7,991044,200677
2018-01-14,11,1,0,0,1,19,2,2,7,991044,200677
2018-01-14,2,1,0,1,1,34,1,1,9,985877,204011
2018-01-14,2,1,0,1,1,31,1,1,9,985877,204011
2018-01-14,11,1,0,0,1,25,1,1,25,1003621,230470
2018-01-14,2,0,0,0,0,31,1,1,28,999147,233687
2018-01-14,2,0,0,0,0,26,1,1,28,999147,233687
2018-01-14,1,0,0,1,0,32,1,2,41,1014164,240519
2018-01-14,5,1,0,0,1,15,2,1,43,1020219,239110
2018-01-14,5,0,0,1,1,16,1,1,43,1020219,239110
2018-01-14,3,0,0,1,1,40,1,4,44,1007661,240140
2018-01-14,2,1,0,1,0,13,1,1,45,1031370,248264
2018-01-14,2,1,0,1,0,15,1,1,45,1031370,248264
2018-01-14,1,0,1,1,0,58,1,2,52,1015140,255733
2018-01-14,11,1,0,0,1,37,1,3,60,989800,155531
2018-01-14,5,1,0,0,0,0,1,1,63,1005081,162251
2018-01-14,5,0,0,0,0,0,1,1,63,1005081,162251
2018-01-14,5,0,0,0,0,0,1,1,63,1005081,162251
2018-01-14,2,0,0,1,0,34,1,1,63,1006868,169313
2018-01-14,18,0,0,1,0,41,1,1,63,1003665,168952
2018-01-14,18,0,0,1,0,41,1,1,63,1003665,168952
2018-01-14,10,0,0,1,0,19,1,1,67,1003271,176959
2018-01-14,10,0,0,1,0,20,1,1,67,1003271,176959
2018-01-14,6,0,0,0,0,41,1,1,68,982014,165050
2018-01-14,6,0,0,1,0,34,1,1,69,1013632,173768
2018-01-14,6,0,0,0,0,19,2,1,69,1013632,173768
2018-01-14,1,0,0,1,0,25,1,1,75,1015222,186588
2018-01-14,1,0,0,1,0,30,1,1,75,1013046,183111
2018-01-14,6,0,0,0,0,16,1,1,83,1009962,193371
2018-01-14,6,0,0,1,0,23,1,1,121,948066,171316
2018-01-15,6,0,0,0,0,0,1,1,19,998640,224528
2018-01-15,3,0,0,1,0,0,1,1,23,999957,228371
2018-01-15,3,1,0,1,1,14,1,1,23,999957,228371
2018-01-15,3,1,0,1,1,15,1,2,23,999957,228371
2018-01-15,3,1,0,1,0,15,1,2,23,999957,228371
2018-01-15,1,0,1,1,1,19,1,1,23,998094,226675
2018-01-15,11,1,0,0,1,20,1,2,24,993276,230046
2018-01-15,1,0,0,1,0,50,1,1,32,1000236,235189
2018-01-15,7,1,0,1,1,20,1,1,42,1013140,241877
2018-01-15,1,1,0,1,1,19,1,4,44,1007383,241421
2018-01-15,1,0,0,1,0,19,2,4,44,1008010,244113
2018-01-15,1,0,0,1,0,18,1,4,44,1008010,244113
2018-01-15,1,0,0,1,0,19,1,4,44,1008010,244113
2018-01-15,1,0,0,1,0,19,1,2,44,1008010,244113
2018-01-15,1,0,0,1,0,20,1,2,44,1008010,244113
2018-01-15,1,0,0,1,0,0,1,1,71,995179,179800
2018-01-15,2,1,0,1,1,33,1,3,72,979305,172965
2018-01-15,3,1,0,1,0,20,1,1,75,1020291,182660
2018-01-15,7,0,0,1,0,22,1,2,75,1020911,189162
2018-01-15,3,1,0,1,1,20,1,2,76,987265,188691
2018-01-15,6,0,0,1,0,49,1,2,111,1044924,211869
2018-01-15,5,1,0,1,1,21,1,2,114,1011808,218940
2018-01-15,5,1,0,1,1,24,1,2,114,1011808,218940
2018-01-15,1,0,0,1,0,20,1,4,120,961624,164252
2018-01-16,1,1,0,1,1,24,1,1,13,987523,206987
2018-01-16,1,0,0,1,0,25,1,1,13,987523,206987
2018-01-16,1,0,0,1,0,27,1,1,13,987523,206987
2018-01-16,2,0,0,0,0,59,1,3,19,996994,223026
2018-01-16,1,0,0,1,0,22,1,1,23,1001780,228656
2018-01-16,1,0,0,1,0,21,1,2,23,1001780,228656
2018-01-16,1,0,0,1,0,21,1,5,23,1001780,228656
2018-01-16,23,0,0,0,0,36,1,1,25,1000414,230243
2018-01-16,11,1,0,1,1,0,1,2,40,1007245,234932
2018-01-16,1,0,0,1,1,24,1,1,40,1007911,238573
2018-01-16,1,0,0,0,0,28,1,2,40,1005538,236831
2018-01-16,1,0,0,1,1,21,1,4,40,1007911,238573
2018-01-16,1,0,0,1,0,23,1,1,42,1015530,243545
2018-01-16,1,0,0,1,1,15,1,1,42,1011854,242120
2018-01-16,3,0,0,1,0,19,1,2,43,1025698,238382
2018-01-16,1,0,0,1,0,17,1,2,46,1010620,247747
2018-01-16,2,0,0,0,0,18,1,1,47,1028620,265211
2018-01-16,2,0,0,1,0,19,1,1,47,1028565,264488
2018-01-16,2,0,0,0,0,25,1,4,49,1025759,256737
2018-01-16,2,0,0,0,0,0,1,2,49,1023630,256050
2018-01-16,21,1,0,0,0,27,2,1,49,1021104,249669
2018-01-16,21,0,0,0,0,22,2,1,49,1021104,249669
2018-01-16,11,1,0,0,1,41,1,2,60,987914,148708
2018-01-16,1,0,0,1,1,0,1,1,67,1000925,172991
2018-01-16,3,1,0,0,0,15,1,1,71,1002022,181085
2018-01-16,7,0,0,1,0,17,1,2,73,1009302,181795
2018-01-16,6,0,0,1,0,52,1,2,73,1009333,178895
2018-01-16,11,0,0,0,0,37,1,3,79,1000442,194503
2018-01-16,10,0,0,1,0,0,1,3,81,1004766,187042
2018-01-16,5,1,0,0,0,31,1,5,81,1001326,186947
2018-01-16,6,0,0,1,0,31,1,3,90,998782,199161
2018-01-16,1,1,0,1,0,31,1,3,90,994705,193625
2018-01-16,1,0,1,1,0,31,1,3,90,994705,193625
2018-01-16,14,0,0,0,0,43,1,2,111,1047880,212284
2018-01-17,24,0,0,0,0,25,2,5,17,990886,213048
2018-01-17,5,1,0,1,0,23,1,1,19,994043,218524
2018-01-17,5,1,0,1,1,42,1,1,20,989190,220182
2018-01-17,1,1,0,1,1,26,1,2,23,998931,230729
2018-01-17,11,1,0,0,1,39,1,4,24,993283,230072
2018-01-17,21,0,0,1,0,20,1,1,32,998940,234707
2018-01-17,1,0,0,1,0,33,1,2,33,1001669,247063
2018-01-17,1,0,0,1,0,28,1,2,34,1004050,252695
2018-01-17,11,1,0,0,1,29,1,1,40,1007409,232728
2018-01-17,1,0,0,1,0,22,1,8,42,1014765,243166
2018-01-17,1,1,0,1,1,19,1,1,43,1022347,245864
2018-01-17,1,0,0,1,1,31,1,2,43,1016831,240062
2018-01-17,1,1,0,1,1,28,1,2,44,1007602,244829
2018-01-17,2,1,0,1,1,20,1,2,49,1020847,250740
2018-01-17,11,1,0,0,1,34,1,3,60,989800,155531
2018-01-17,1,0,0,1,0,0,1,1,67,1002269,176215
2018-01-17,1,0,0,1,0,30,1,1,75,1016273,179411
2018-01-17,1,0,0,1,0,29,1,1,77,1004127,182891
2018-01-17,1,1,0,1,1,15,1,1,81,1006468,189484
2018-01-17,8,0,0,0,0,55,1,2,88,992331,191819
2018-01-17,1,0,0,1,0,41,2,2,104,1010582,192026
2018-01-17,3,0,0,1,0,22,1,4,104,1012269,192058
2018-01-17,5,1,0,0,0,41,1,1,105,1062333,203918
2018-01-17,6,0,0,1,0,25,1,2,111,1047316,217137
2018-01-17,11,1,0,1,1,34,1,3,114,1001958,216395
2018-01-17,11,1,0,1,1,26,1,2,115,1019317,213905
2018-01-18,11,1,0,1,1,33,1,1,7,989139,198466
2018-01-18,1,1,0,1,1,27,1,5,13,986553,207131
2018-01-18,11,1,0,1,1,52,1,4,23,999432,228478
2018-01-18,2,1,0,1,1,15,1,1,25,1001107,231500
2018-01-18,5,1,0,0,0,38,1,1,28,998690,234256
2018-01-18,1,0,0,1,0,34,1,1,40,1005796,234876
2018-01-18,18,1,0,0,0,52,1,2,40,1006098,237190
2018-01-18,11,1,0,0,1,17,2,2,40,1005796,234876
2018-01-18,1,0,0,1,1,44,1,1,44,1007383,241421
2018-01-18,1,1,0,1,0,52,2,2,48,1016992,247008
2018-01-18,3,0,0,0,0,13,1,1,63,1003213,164676
2018-01-18,12,1,0,1,1,40,1,1,88,989588,192507
2018-01-18,2,0,0,1,0,38,1,3,90,998517,197594
2018-01-18,6,0,0,1,0,53,1,2,90,995100,196281
2018-01-18,3,1,0,1,1,19,1,1,100,1036577,154381
2018-01-18,6,0,0,1,0,59,1,1,103,1039186,192321
2018-01-18,1,0,0,1,0,40,1,2,103,1038258,195739
2018-01-18,1,0,0,1,0,40,1,2,103,1038258,195739
2018-01-18,1,0,0,0,0,40,1,2,103,1038258,195739
2018-01-18,1,0,0,1,0,0,1,2,103,1038258,195739
2018-01-18,2,0,0,1,0,27,1,1,104,1011922,194503
2018-01-18,8,1,0,0,1,24,1,2,110,1019478,208006
2018-01-18,1,0,1,1,1,29,1,2,121,942236,167171
2018-01-19,7,1,0,1,1,36,1,1,5,985145,203571
2018-01-19,1,1,0,1,1,31,1,2,13,986553,207131
2018-01-19,1,0,0,1,0,0,1,1,14,985927,213077
2018-01-19,5,1,0,1,0,47,1,1,24,994313,228221
2018-01-19,1,0,0,1,1,27,1,4,25,1002001,229988
2018-01-19,2,1,0,1,1,19,1,2,32,1000452,235584
2018-01-19,2,0,1,1,1,18,1,2,32,1000452,235584
