DATE,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,PRECINCT,STOP_LOCATION_X,STOP_LOCATION_Y
2020-09-03,2,0,0,0,0,19,1,1,44,1007854,246939
2020-08-17,1,1,0,1,1,18,1,1,48,1013910,251999
2020-09-04,1,0,0,1,1,39,1,1,48,1014720,245338
2020-09-03,1,1,0,1,1,24,1,2,50,1010627,257325
2020-08-28,3,0,0,1,0,45,1,1,77,1005714,183339
2020-09-04,12,1,0,0,1,38,1,3,122,943698,136932
2020-09-03,1,1,0,0,1,29,1,1,72,978617,173887
2020-09-03,3,1,0,0,1,26,1,5,113,1041165,189807
2020-09-03,5,0,1,1,1,17,1,1,103,1042016,196143
2020-09-03,5,1,0,1,1,24,1,2,103,1040926,196213
2020-08-21,1,1,0,1,1,18,1,1,23,998671,226050
2020-08-29,11,0,0,0,0,29,1,1,40,1010702,236821
2020-08-29,11,0,0,0,0,27,2,4,40,1010702,236821
2020-08-29,11,0,0,0,0,28,2,1,40,1010702,236821
2020-08-31,1,1,0,1,0,0,1,2,43,1018197,239568
2020-08-28,1,0,0,0,0,13,1,1,101,1053940,156707
2020-09-04,5,1,0,0,1,24,1,2,52,1011333,253761
2020-09-06,5,1,0,0,0,55,1,1,24,992707,229952
2020-09-05,1,0,1,1,0,26,1,2,49,1021739,254628
2020-09-02,1,0,0,0,1,31,1,1,13,986878,211079
2020-08-31,3,1,0,1,1,23,1,3,60,993127,150019
2020-08-31,3,1,0,1,1,23,2,3,60,993127,150019
2020-09-05,1,1,0,1,1,15,1,1,113,1042702,187623
2020-09-05,1,1,0,1,1,14,1,1,113,1042702,187623
2020-09-05,1,1,0,1,1,15,1,1,113,1042702,187623
2020-09-05,1,1,1,1,1,17,1,1,113,1042702,187623
2020-09-06,1,1,0,1,1,27,1,1,32,1001058,237190
2020-09-06,2,1,0,1,0,22,1,4,33,999469,243258
2020-09-05,1,1,0,1,1,28,1,4,62,984895,167358
2020-09-05,1,0,0,1,0,20,1,2,62,984895,167358
2020-09-06,3,1,0,1,1,23,1,1,62,983392,158818
2020-09-05,8,1,0,1,1,17,1,1,113,1049506,187457
2020-09-05,8,0,0,0,0,16,1,1,113,1049506,187457
2020-09-05,14,1,0,0,1,20,1,2,62,989372,157351
2020-09-05,14,0,0,0,0,30,1,2,62,989372,157351
2020-09-05,14,0,0,0,0,20,1,2,62,989372,157351
2020-09-05,14,0,0,0,0,20,1,2,62,989372,157351
2020-09-06,6,1,0,1,1,55,1,1,81,1006489,190021
2020-09-04,6,1,0,0,0,30,1,3,84,988179,191419
2020-09-03,2,1,0,0,0,34,1,3,17,991029,213218
2020-09-07,6,1,0,1,1,50,1,1,34,1004683,253253
2020-09-05,1,0,0,1,0,43,1,1,44,1006536,241875
2020-09-05,1,1,0,1,1,34,1,4,44,1007814,241775
2020-08-17,1,1,0,1,1,19,1,2,48,1013910,251999
2020-08-17,1,1,0,1,1,19,1,1,48,1013910,251999
2020-08-17,1,1,0,1,1,19,1,1,48,1013910,251999
2020-09-06,19,0,0,0,0,35,1,2,66,982651,169623
2020-09-06,19,0,0,0,0,44,1,2,66,982651,169623
2020-09-06,19,0,0,0,0,55,1,2,66,982651,169623
2020-09-06,19,0,0,0,0,26,1,2,66,982651,169623
2020-09-06,19,0,0,0,0,42,1,2,66,982651,169623
2020-09-06,19,0,0,0,0,55,1,2,66,982651,169623
2020-09-06,19,1,0,0,1,30,1,2,66,982651,169623
2020-09-06,1,0,0,1,1,21,1,1,76,985213,189160
2020-09-05,6,1,0,1,1,42,1,5,110,1018915,209544
2020-09-02,1,0,0,1,0,0,1,1,42,1015568,244263
2020-08-23,13,1,0,0,0,0,1,1,73,1007320,179711
2020-08-14,3,0,0,0,1,0,3,2,84,989878,188009
2020-08-31,10,0,0,1,1,25,1,1,18,988257,215427
2020-09-07,10,0,0,1,0,15,1,1,46,1011487,251519
2020-09-07,2,1,0,0,1,31,1,1,68,980155,170246
2020-09-05,1,1,1,0,1,69,1,3,5,983104,199065
2020-09-06,5,1,0,0,1,40,1,1,13,989085,205728
2020-08-31,2,0,0,1,0,35,1,4,19,995939,221231
2020-09-03,2,1,0,1,1,37,1,1,76,984869,185103
2020-08-30,6,0,0,0,0,28,1,1,81,1005733,187733
2020-09-06,1,1,0,1,1,32,2,1,81,1004665,190260
2020-09-07,5,1,1,0,1,26,1,1,81,1005306,190293
2020-09-06,3,1,0,0,1,55,1,1,105,1051590,180633
2020-09-07,6,1,0,0,1,31,1,3,5,984789,201439
2020-09-04,7,1,0,0,1,29,1,2,6,984836,204984
2020-09-08,1,0,0,0,0,34,2,2,10,984374,213061
2020-09-08,1,0,0,0,0,33,1,1,10,984374,213061
2020-07-24,3,0,0,1,0,24,1,4,34,1003098,250766
2020-07-24,3,0,0,1,0,24,1,4,34,1003098,250766
2020-09-05,1,1,0,1,1,18,1,1,42,1009947,240217
2020-09-05,1,0,0,1,1,21,1,1,42,1009947,240217
2020-09-07,1,1,0,0,1,20,1,1,42,1011721,242158
2020-09-08,20,1,0,1,1,30,1,1,66,985869,172453
2020-08-29,3,1,0,1,1,0,1,2,67,1002426,176706
2020-09-07,1,0,0,1,1,35,1,1,69,1010248,173393
2020-09-07,16,1,0,0,0,18,1,1,69,1014202,168332
2020-09-07,16,1,0,0,0,20,1,1,69,1014202,168332
2020-08-13,1,1,0,0,0,18,1,1,73,1011234,178850
2020-09-06,3,0,0,1,0,24,1,1,20,986597,221074
2020-09-01,10,0,0,1,0,0,1,1,28,998473,231014
2020-09-06,13,1,0,0,1,25,1,1,47,1021973,259718
2020-09-04,2,0,0,1,0,30,1,1,120,961624,164460
2020-09-04,8,1,0,0,1,21,1,1,43,1022027,239357
2020-08-28,2,1,0,1,1,15,1,1,67,1005119,178315
2020-08-28,2,1,0,0,0,16,1,1,67,1005119,178315
2020-08-28,2,0,0,0,0,17,1,1,67,1005119,178315
2020-08-28,2,0,0,0,0,18,1,1,67,1005119,178315
2020-08-28,2,0,0,0,0,14,1,1,67,1005119,178315
2020-08-28,2,1,0,1,1,16,1,1,67,1005119,178315
2020-08-30,1,0,0,1,0,30,1,1,67,997357,175362
2020-09-08,1,0,0,1,0,21,1,2,101,1052360,160293
2020-09-08,1,0,0,1,0,20,1,2,101,1052360,160293
2020-09-08,1,0,0,1,0,0,1,2,101,1052360,160293
2020-09-08,1,0,0,1,0,25,1,6,122,944585,138025
2020-09-08,1,0,0,1,0,25,1,6,122,944585,138025
2020-09-09,1,1,0,1,1,38,1,4,23,997715,227481
2020-09-09,1,1,0,1,1,25,1,1,40,1004364,234018
2020-08-30,1,0,0,1,1,0,1,2,41,1015246,235338
2020-09-04,1,0,0,0,0,29,1,1,47,1023929,266842
2020-09-04,1,0,0,0,0,0,2,1,47,1023929,266842
2020-08-24,6,0,0,1,0,37,1,1,67,999188,171159
2020-09-09,5,1,0,0,0,54,1,4,84,986908,188966
2020-09-09,3,0,0,1,0,52,1,1,94,997653,202866
2020-09-08,1,1,0,1,1,23,1,2,115,1024430,213569
2020-09-08,1,0,0,1,0,37,1,2,115,1024430,213569
2020-09-08,1,0,0,1,0,59,1,4,115,1024430,213569
2020-09-04,1,0,0,1,0,0,1,1,75,1014684,181686
2020-08-25,1,0,0,1,0,19,1,1,79,1000965,192831
2020-09-07,5,1,0,0,1,47,1,1,79,999853,187937
2020-08-23,5,0,0,0,0,62,1,1,94,998623,205405
2020-09-07,1,0,0,1,0,34,1,5,105,1063070,210542
2020-09-02,5,1,0,0,1,31,1,3,6,985500,206487
2020-09-06,1,1,0,1,1,31,1,2,6,986686,206529
2020-09-07,3,0,0,0,0,46,1,3,13,989973,207259
2020-08-21,6,1,0,1,1,35,1,3,19,998626,220852
2020-09-04,2,1,1,1,1,55,1,1,19,998767,224756
2020-09-01,2,1,0,0,1,16,1,1,32,1000428,237432
2020-09-08,1,1,0,1,1,27,1,4,40,1006563,238030
2020-08-25,6,0,0,0,0,20,1,1,72,980065,175746
2020-09-04,10,0,0,0,0,0,1,1,79,999784,188112
2020-09-07,1,0,0,1,0,23,1,1,79,998899,190023
2020-08-24,3,0,0,0,0,42,1,2,81,1005373,190140
2020-01-22,2,1,0,1,1,13,1,2,83,1007441,193471
2020-09-09,17,0,0,0,0,17,1,2,112,1023393,197385
2020-09-09,17,0,0,0,0,17,1,5,112,1023393,197385
2020-09-09,17,0,0,0,0,15,2,5,112,1023393,197385
2020-09-09,17,0,0,0,0,15,2,3,112,1023393,197385
2020-09-03,8,0,1,1,1,22,1,4,43,1022116,243027
2020-05-24,7,1,0,0,1,24,1,2,44,1005981,245427
2020-08-21,1,1,0,1,1,26,1,1,67,1004576,177105
2020-09-09,3,1,0,0,1,31,1,3,68,977711,167799
2020-09-07,1,1,0,0,0,23,1,1,77,1003404,183595
2020-09-07,1,0,0,1,0,36,1,1,81,1005166,186675
2020-09-06,1,0,0,0,0,0,1,1,101,1046578,155904
2020-09-06,1,0,0,0,0,18,1,1,101,1046578,155904
2020-09-06,1,0,1,1,1,51,1,5,103,1042153,197860
2020-09-08,1,1,0,1,1,56,1,4,121,943126,166907
2020-09-05,6,0,0,0,1,47,1,2,25,1002019,232093
2020-09-05,6,1,0,0,1,35,1,1,77,998315,186200
2020-08-05,2,1,0,0,0,38,1,1,32,1000803,240485
2020-09-07,15,1,0,1,1,21,1,1,32,1000324,237599
2020-09-09,1,0,0,1,0,42,1,1,42,1009949,239591
2020-09-09,2,0,0,0,0,0,1,1,47,1021592,258067
2020-09-07,5,0,0,0,0,25,1,1,61,999342,152768
2020-09-10,6,1,0,0,1,24,1,3,61,995783,159360
2020-09-10,6,1,0,1,1,21,1,3,61,995783,159360
2020-08-26,12,0,0,0,0,26,1,1,67,1001523,172182
2020-08-25,3,1,0,0,0,25,1,1,32,999784,236268
2020-09-10,7,1,0,0,1,23,1,1,69,1013403,170290
2020-09-04,3,1,0,0,0,20,1,1,72,981872,174919
2020-09-11,2,0,0,0,1,48,1,2,76,984667,184946
2020-09-10,1,1,0,0,0,30,1,1,90,993587,196067
2020-09-10,1,0,0,1,1,22,1,1,101,1043378,156622
2020-09-10,3,1,0,1,1,26,1,2,104,1013350,197070
2020-09-11,25,0,0,0,0,16,2,1,121,938013,151289
2020-09-11,5,0,0,0,0,18,2,1,121,938013,151289
2020-09-11,5,0,0,0,0,17,2,1,121,938013,151289
2020-09-11,6,1,0,1,0,30,1,1,19,995940,221123
2020-08-27,1,1,0,0,1,26,1,4,77,996989,184451
2020-09-10,1,0,0,1,0,45,1,1,83,1006489,190021
2020-09-12,2,0,0,1,1,30,1,4,17,989910,212936
2020-09-11,1,0,0,0,0,0,2,1,20,987422,220670
2020-09-10,1,0,0,1,0,45,1,2,75,1012795,183062
2020-09-10,1,0,0,1,0,45,1,2,75,1012795,183062
2020-09-12,2,0,0,1,0,0,1,2,23,1000463,229828
2020-09-12,1,1,0,1,1,17,1,1,52,1014575,255027
2020-09-05,3,0,0,1,0,30,1,2,72,981247,175416
2020-09-07,1,1,0,0,1,29,1,1,77,1000401,184787
2020-09-11,3,1,0,1,0,25,1,2,110,1018288,211404
2020-09-11,9,1,0,0,1,40,1,3,13,989056,206030
2020-09-13,2,0,0,1,1,0,1,1,18,992217,216508
2020-09-02,8,0,0,1,0,18,1,4,52,1009761,257508
2020-09-02,8,0,0,1,0,19,1,4,52,1009761,257508
2020-09-05,3,1,0,1,1,22,1,2,72,981247,175416
2020-09-08,3,0,0,0,0,59,1,1,79,1001216,187654
2020-09-08,6,1,0,1,1,56,1,1,84,989205,191110
2020-08-31,1,0,0,1,0,0,1,1,88,991469,192623
2020-08-31,7,0,0,1,0,43,1,1,88,991469,192623
2020-09-02,3,1,0,1,1,5,1,1,88,989583,190301
2020-08-31,7,0,0,1,0,43,1,1,88,991469,192623
2020-09-07,1,0,0,0,0,52,1,1,88,992371,193060
2020-09-08,6,1,0,1,1,52,1,1,88,989271,191472
2020-08-31,1,0,0,1,0,0,1,1,88,991469,192623
2020-08-29,10,1,0,1,1,54,1,1,106,1029692,187941
2020-09-02,1,0,0,1,1,16,1,1,73,1009890,180167
2020-09-12,9,0,0,1,1,0,2,1,101,1042866,155076
2020-09-12,1,1,0,0,0,31,2,2,41,1012256,239564
2020-09-14,1,0,0,0,0,31,1,1,75,1015549,177153
2020-09-13,12,0,0,0,0,35,1,2,88,994291,188004
2020-09-12,3,1,0,0,1,28,1,2,104,1008908,195410
2020-09-12,14,1,0,0,1,17,1,2,115,1019537,213476
2020-09-11,9,0,0,0,0,36,1,1,40,1008900,235714
2020-09-11,9,0,0,0,0,25,1,1,40,1008900,235714
2020-09-11,9,0,0,0,0,23,1,1,40,1008900,235714
2020-09-12,6,1,0,0,1,52,1,2,76,985117,190455
2020-08-04,12,0,0,0,0,37,1,2,108,1006851,210030
2020-09-12,6,0,0,0,0,74,2,3,114,1004486,217882
2020-09-09,8,1,0,0,1,28,2,1,1,984103,203085
2020-09-13,6,0,0,0,0,26,1,2,1,982372,203256
2020-09-11,1,0,0,1,0,25,1,1,60,988480,149357
2020-09-14,10,0,0,1,0,15,1,1,107,1040678,198546
2020-09-14,10,0,0,1,0,18,1,1,107,1040678,198546
2020-09-14,10,0,0,1,0,18,1,1,107,1040678,198546
2020-09-14,10,0,0,1,0,18,1,1,107,1040678,198546
2020-09-13,3,0,0,0,0,26,1,3,104,1013813,201100
2020-08-29,6,0,0,1,1,36,1,1,106,1030872,178554
2020-09-12,3,0,0,0,0,43,1,3,17,991644,213799
2020-05-25,5,0,0,0,0,41,1,2,18,987222,220166
2020-08-25,5,0,0,0,1,35,2,3,20,989156,222891
2020-08-25,6,0,0,0,1,40,1,1,20,989156,222891
2020-04-27,6,1,0,0,1,31,1,5,20,989792,224853
2020-05-04,5,1,0,0,1,39,1,2,20,989859,223888
2020-09-01,7,0,0,1,1,21,1,1,32,998785,236283
2020-09-12,1,1,0,1,1,30,1,1,42,1011088,238963
2020-09-12,1,1,0,1,1,27,1,1,42,1011088,238963
2020-09-07,16,1,0,0,1,24,1,1,43,1022592,236245
2020-09-03,3,1,0,1,1,29,1,1,47,1026584,265862
2020-09-03,3,1,0,1,1,22,1,1,47,1026584,265862
2020-09-14,9,0,0,0,0,30,1,4,47,1026567,257269
2020-09-12,5,1,0,0,1,37,2,3,61,993887,154362
2020-09-07,1,1,0,0,1,21,1,1,71,997889,182027
2020-09-14,8,1,0,1,1,33,1,1,78,991551,186498
2020-09-14,1,1,0,0,0,27,1,1,88,990948,191887
2020-09-11,2,0,0,1,1,0,1,3,112,1022387,200583
2020-09-14,3,1,0,0,0,54,1,1,14,986780,212760
2020-08-29,8,0,0,0,0,0,1,2,19,996586,223425
2020-09-07,5,1,0,0,0,37,3,8,19,998683,222947
2020-09-11,10,1,0,1,1,40,1,1,25,1001611,235039
2020-09-11,5,1,0,1,1,37,1,3,26,994522,232848
2020-09-15,6,0,0,0,0,40,1,2,30,998449,240074
2020-09-08,1,1,0,1,1,22,1,1,40,1009404,234515
2020-09-11,15,0,0,1,1,29,1,1,42,1015258,242944
2020-09-09,3,0,0,1,0,30,1,1,67,1005645,180945
2020-09-05,1,1,0,1,1,17,1,4,73,1009635,180297
2020-09-13,6,1,0,0,0,32,1,1,90,998550,197336
2020-09-16,8,0,0,0,0,38,1,4,5,986127,201482
2020-09-09,5,0,0,1,0,24,1,1,66,991747,167294
2020-09-15,9,0,0,0,0,15,1,4,104,1018412,195906
2020-09-15,9,0,0,0,0,13,1,2,104,1018412,195906
2020-09-15,9,0,0,0,0,15,1,4,104,1018412,195906
2020-09-15,9,0,0,0,0,14,1,4,104,1018412,195906
2020-09-15,9,0,0,0,0,15,1,2,104,1018412,195906
2020-09-14,5,0,0,0,0,32,1,1,13,985637,209912
2020-04-27,6,1,0,0,1,56,2,3,20,989792,224853
2020-05-22,6,1,0,1,1,43,1,3,20,990368,224695
2020-05-30,5,1,0,0,1,41,1,1,20,989636,222842
2020-09-13,1,0,0,1,0,17,1,1,40,1009783,234905
2020-09-06,3,1,0,0,1,27,1,2,42,1014099,241685
2020-09-07,1,1,0,1,1,17,1,1,73,1009688,180867
2020-09-13,8,0,0,0,0,17,1,1,100,1031218,150730
2020-09-01,6,0,0,0,0,53,1,3,111,1059740,218850
2020-09-01,6,0,0,0,0,55,1,3,111,1059740,218850
2020-09-01,2,1,0,1,0,27,1,4,43,1018346,241336
2020-07-17,11,0,0,0,0,18,1,6,44,1005103,241872
2020-09-08,15,1,0,1,0,20,1,1,44,1003189,242051
2020-09-12,1,0,0,1,0,28,1,4,44,1005731,243904
2020-09-12,1,0,0,1,0,25,1,4,44,1005731,243904
2020-08-21,23,0,0,1,0,20,1,1,52,1011612,253618
2020-08-21,23,0,0,1,1,21,1,1,52,1011612,253618
2020-09-16,5,0,0,0,0,42,1,2,72,978485,171930
2020-09-14,1,0,0,1,0,0,1,1,75,1019773,184936
2020-09-10,1,0,0,1,0,0,1,1,75,1013227,183621
2020-09-15,1,0,0,1,0,0,1,1,75,1016058,186582
2020-09-16,1,1,0,1,1,24,1,1,77,1004625,183561
2020-09-15,1,1,0,1,1,23,1,1,103,1040491,197074
2020-09-11,1,0,0,1,0,29,1,1,106,1026970,178341
2020-09-15,5,1,0,0,1,32,1,2,111,1051860,211957
2020-09-15,5,0,0,0,0,28,2,2,111,1051860,211957
2020-09-15,1,0,0,1,0,46,1,1,113,1048351,188392
2020-09-16,1,0,0,1,0,25,2,2,113,1048351,188392
2020-09-16,6,1,0,0,1,34,1,2,7,988196,200763
2020-09-14,2,1,0,1,1,26,1,1,23,1001105,227431
2020-09-15,1,0,0,1,0,30,1,1,61,993504,159492
2020-09-17,1,0,0,0,0,18,1,2,66,985498,169522
2020-09-17,6,0,0,1,0,39,1,2,67,1003945,176114
2020-09-15,5,1,0,1,1,42,1,1,71,1002851,181307
2020-09-14,3,0,0,0,0,0,1,2,72,980578,173286
2020-09-16,2,1,0,0,1,24,1,2,115,1019430,212932
2020-09-01,5,1,0,1,1,59,1,8,19,997701,225347
2020-09-15,8,1,0,0,0,43,2,1,19,996239,223766
2020-08-21,5,1,0,0,1,39,2,2,20,989912,224200
2020-09-15,1,0,0,0,1,37,1,1,40,1004358,237441
2020-09-17,1,0,0,0,0,31,1,1,40,1004252,234992
2020-09-05,1,0,0,1,1,39,1,2,45,1027732,245764
2020-09-03,2,1,0,0,1,35,1,1,50,1010013,257705
2020-09-15,5,1,0,0,1,35,1,1,50,1010043,257980
2020-09-11,5,1,0,0,1,62,1,1,63,1004306,168409
2020-09-13,1,0,0,1,0,18,1,1,101,1043660,156276
2020-09-16,8,0,0,1,0,15,1,1,7,987225,199486
2020-09-17,1,1,0,1,1,35,1,1,32,1000627,234920
2020-09-17,3,0,1,1,1,45,1,2,33,1000973,245579
2020-04-28,1,0,0,1,1,27,1,1,73,1007919,179199
2020-09-16,12,0,0,0,0,21,1,1,77,994399,185253
2020-09-16,3,1,0,1,1,22,1,1,79,1000153,186754
2020-09-16,1,0,0,1,0,31,1,1,79,996931,190278
2020-09-16,1,0,0,1,0,0,2,1,79,996931,190278
2020-09-12,1,1,0,1,1,23,1,1,88,989217,192492
2020-09-12,9,1,0,0,1,15,1,2,106,1027050,182053
2020-09-16,18,0,0,0,0,56,1,2,42,1011248,240547
2020-09-11,3,1,0,0,1,44,1,1,68,974229,162450
2020-09-17,10,0,0,0,0,41,1,2,84,989483,188727
2020-09-16,1,0,0,1,0,17,1,1,103,1041359,192689
2020-09-16,2,1,0,1,1,19,1,2,115,1016200,213194
2020-09-18,5,1,0,0,0,38,1,1,18,987490,219386
2020-09-18,5,0,0,0,0,60,1,1,18,987490,219386
2020-09-16,2,1,0,1,1,51,1,1,20,989220,223013
2020-09-17,1,0,0,0,1,44,1,4,25,1001526,232252
2020-09-18,7,0,0,1,0,40,1,1,25,1001526,232252
2020-09-15,1,1,0,1,1,14,1,2,75,1011245,185500
2020-09-14,1,0,0,1,0,0,1,4,79,998335,192625
2020-09-14,1,0,0,0,1,14,1,1,79,999143,189968
2020-09-18,3,1,0,1,1,37,1,1,103,1043124,196907
2020-09-17,5,1,0,0,1,34,2,3,112,1023997,199025
2020-09-04,11,1,0,0,1,51,1,1,1,983355,203640
2020-09-16,2,1,0,0,1,28,1,3,13,986900,210142
2020-08-31,5,0,0,0,0,44,2,2,23,998731,225428
2020-09-17,1,0,0,0,0,29,1,1,40,1004252,234992
2020-09-01,5,1,0,0,1,27,2,2,43,1022027,239357
2020-09-18,3,1,0,0,0,20,2,1,45,1030596,256292
2020-09-18,3,1,0,0,0,22,2,1,45,1030596,256292
2020-09-16,1,1,0,1,1,42,1,2,60,992743,152886
2020-09-15,9,1,0,1,1,15,1,1,61,998169,158552
2020-09-15,9,1,0,1,1,16,1,1,61,998169,158552
2020-09-18,6,0,0,1,1,68,1,1,79,998297,193121
2020-09-15,5,0,0,1,1,28,1,2,88,993227,192653
2020-09-17,2,1,0,0,0,22,2,2,10,984263,213906
2020-09-17,2,1,0,1,1,22,1,1,10,985140,213514
2020-09-19,6,0,0,1,1,51,1,2,20,990602,226242
2020-09-19,1,1,0,1,1,46,1,1,25,1000122,231267
2020-09-12,3,0,0,1,0,45,1,3,33,1001266,246715
2020-09-07,1,0,0,0,0,23,1,1,44,1004931,243417
2020-08-05,3,0,0,0,0,25,1,1,50,1011776,255995
2020-09-17,2,1,0,0,1,18,1,1,60,989906,148961
2020-09-17,2,1,0,0,1,19,1,1,60,989906,148961
2020-09-19,6,0,0,0,0,60,1,2,94,995965,207062
2020-09-09,1,1,0,1,1,17,1,1,42,1015568,244263
2020-09-17,9,1,0,0,1,40,1,1,44,1003659,243153
2020-09-17,1,0,0,1,0,25,1,2,49,1020932,251905
2020-09-17,14,1,0,1,1,32,1,3,61,992911,156759
2020-09-17,2,0,0,0,0,24,2,1,69,1013173,173912
2020-09-18,3,0,0,1,0,23,1,2,104,1011048,195677
2020-09-15,2,1,0,1,0,30,1,1,19,996073,221569
2020-08-28,1,1,0,1,1,17,1,4,43,1020231,237411
2020-08-16,6,1,0,1,0,37,1,2,83,1008560,193480
2020-08-16,6,1,0,1,0,34,1,3,83,1008560,193480
2020-09-13,5,1,0,0,0,36,1,4,24,991939,227642
2020-09-20,10,0,0,0,0,35,1,1,71,995354,181057
2020-09-17,5,1,0,0,0,28,1,2,106,1033013,189339
2020-09-05,1,1,0,1,1,19,1,1,75,1012371,181857
2020-09-01,11,0,0,0,0,52,1,3,84,986908,188966
2020-09-01,11,0,0,0,0,47,1,3,84,986908,188966
2020-09-01,11,0,0,0,0,55,1,3,84,986908,188966
2020-09-01,11,0,0,0,0,50,1,3,84,986908,188966
2020-09-01,11,0,0,0,0,52,1,3,84,986908,188966
2020-09-20,3,1,0,1,1,42,2,1,42,1009835,241627
2020-09-04,2,0,0,1,0,14,1,2,43,1020121,242571
2020-09-20,1,0,0,1,0,0,1,2,46,1010347,251665
2020-09-20,6,0,0,0,0,53,1,2,81,1001168,190130
2020-09-21,6,1,0,0,1,30,1,3,1,982490,201390
2020-09-13,7,0,0,1,0,29,1,2,41,1014217,240435
2020-09-20,1,1,0,1,1,24,1,1,42,1010245,240962
2020-09-20,1,0,0,1,1,31,1,1,42,1008797,238970
2020-09-17,2,0,0,1,1,17,1,1,63,1001034,166422
2020-09-14,8,0,0,0,0,30,1,1,94,1000818,200538
2020-09-20,3,0,0,0,0,24,1,5,114,1008518,215945
2020-09-09,7,1,0,0,1,68,1,1,123,923519,140322
2020-09-20,1,0,0,1,0,34,1,1,6,984071,207869
2020-09-09,1,0,0,1,0,41,1,2,44,1007444,246839
2020-09-21,2,1,0,1,1,25,1,2,77,1002531,184589
2020-09-17,1,0,0,1,1,15,1,1,101,1046628,156172
2020-08-26,12,1,0,0,1,34,1,3,114,1012764,221497
2020-09-21,2,0,0,0,0,30,1,1,1,980642,195443
2020-08-19,1,0,0,1,0,25,1,1,32,1001386,237266
2020-09-21,6,1,0,1,0,32,1,1,67,1000598,173807
2020-09-07,1,1,0,1,1,15,1,1,71,997921,180308
2020-09-21,6,0,0,0,0,27,1,3,71,997856,179553
2020-09-21,6,0,0,0,0,29,1,2,71,997856,179553
2020-09-14,6,0,0,1,0,30,1,1,77,995839,185306
2020-09-21,5,1,0,0,1,62,1,1,107,1034597,197924
2020-08-27,12,0,0,0,0,23,1,2,114,1001690,212525
2020-08-27,12,0,0,0,0,32,2,5,114,1001690,212525
2020-09-17,5,1,0,0,1,30,1,1,19,996551,223272
2020-09-17,5,0,0,0,0,24,1,1,19,996551,223272
2020-09-20,1,1,1,1,1,20,1,1,23,998494,228888
2020-09-20,5,1,0,0,0,50,1,4,24,991913,228524
2020-09-18,2,1,0,1,0,14,1,1,30,998579,240608
2020-09-20,9,0,0,0,0,29,1,1,48,1016466,251177
2020-09-16,8,1,0,0,1,16,2,2,52,1016392,256767
2020-09-16,8,1,0,0,1,16,1,4,52,1016392,256767
2020-09-16,8,1,0,0,1,18,1,4,52,1016392,256767
2020-09-17,2,0,0,1,1,22,1,1,79,998234,186890
2020-09-22,1,1,0,1,1,30,1,1,104,1012310,205040
2020-09-09,3,1,0,1,1,44,1,1,105,1059294,207959
2020-09-17,2,1,0,1,1,28,1,1,106,1036788,189646
2020-09-17,2,1,0,1,1,25,1,1,106,1036788,189646
2020-09-18,3,1,0,1,1,33,1,2,110,1022953,211531
2020-09-21,8,0,0,0,0,68,1,2,13,987054,207013
2020-09-22,1,0,0,1,0,30,1,1,23,1001420,229235
2020-09-16,16,0,0,1,0,35,1,1,28,996249,231366
2020-09-18,3,1,0,0,1,17,1,1,28,997529,232162
2020-09-18,3,1,0,0,1,17,1,1,28,997529,232162
2020-09-03,10,1,0,0,1,22,1,1,43,1025743,237101
2020-09-05,1,1,0,1,1,31,1,1,67,1000005,171052
2020-09-05,1,1,0,1,1,26,1,1,67,998147,173484
2020-09-09,1,0,0,1,0,45,1,1,67,1002711,173980
2020-09-09,1,0,0,1,0,24,1,1,67,996719,177883
2020-09-09,1,0,0,0,0,0,2,1,75,1011245,185500
2020-09-12,7,0,0,1,1,0,1,1,90,999264,195148
2020-09-05,2,1,0,0,1,24,1,5,106,1032497,187112
2020-09-21,3,0,0,0,0,0,2,1,32,999181,237001
2020-09-16,1,0,0,0,0,61,1,4,94,1000133,199662
2020-09-22,9,1,0,1,1,51,1,1,103,1041943,193508
2020-09-22,9,1,0,1,1,54,1,1,103,1041943,193508
2020-09-22,10,1,0,1,1,19,2,1,109,1030801,217286
2020-09-16,5,0,0,1,0,0,1,1,28,997625,234584
2020-09-22,1,0,0,0,0,30,1,4,52,1017541,255918
2020-09-16,6,1,0,0,1,22,1,1,61,999793,153270
2020-09-21,1,0,0,0,1,43,2,1,73,1010425,184000
2020-09-22,9,1,0,1,1,22,1,4,104,1010998,203659
2020-09-22,2,1,0,0,1,13,1,1,112,1025222,206344
2020-09-22,2,1,0,0,1,13,1,2,112,1025222,206344
2020-09-23,2,1,0,1,1,21,1,1,114,1002380,216392
2020-05-14,1,1,0,1,0,17,1,2,24,993070,227588
2020-09-19,18,0,0,1,0,34,1,1,24,992190,229732
2020-09-17,14,1,0,0,0,37,2,2,25,1001577,234452
2020-09-21,11,0,0,0,0,0,1,2,28,997247,233786
2020-07-08,10,1,0,1,0,37,1,2,34,1003372,248278
2020-07-08,10,1,0,1,0,27,2,4,34,1003372,248278
2020-09-23,1,0,0,1,0,18,1,1,44,1007025,246139
2020-09-23,1,0,0,1,0,24,1,1,44,1007025,246139
2020-09-23,1,0,0,1,0,19,1,4,44,1007025,246139
2020-09-23,1,0,0,1,0,24,1,1,44,1007025,246139
